city,zip,state
Falkenstein/Harz,06333,Sachsen-Anhalt
Falkenstein/Harz,06463,Sachsen-Anhalt
Falkenstein/Harz,06543,Sachsen-Anhalt
Falkenstein/Vogtland,08223,Sachsen
Falkenstein/Vogtland,08239,Sachsen
Fambach,98597,Thüringen
Farchant,82490,Bayern
Fargau-Pratjau,24256,Schleswig-Holstein
Farnstädt,06279,Sachsen-Anhalt
Farschweiler,54317,Rheinland-Pfalz
Farven,27446,Niedersachsen
Faßberg,29328,Niedersachsen
Faulbach,97906,Bayern
Faulenrost,17139,Mecklenburg-Vorpommern
Fedderingen,25779,Schleswig-Holstein
Fehl-Ritzhausen,56472,Rheinland-Pfalz
Fehmarn,23769,Schleswig-Holstein
Fehrbellin,16818,Brandenburg
Fehrbellin,16833,Brandenburg
Fehrbellin,16845,Brandenburg
Feichten an der Alz,84550,Bayern
Feilbingert,67824,Rheinland-Pfalz
Feilitzsch,95183,Bayern
Feilsdorf,54636,Rheinland-Pfalz
Feldafing,82340,Bayern
Feldatal,36325,Hessen
Feldberg,79868,Baden-Württemberg
Feldberger Seenlandschaft,17258,Mecklenburg-Vorpommern
Felde,24242,Schleswig-Holstein
Feldhorst,23858,Schleswig-Holstein
Feldkirchen,94351,Bayern
Feldkirchen,85622,Bayern
Feldkirchen-Westerham,83620,Bayern
Felixsee,03130,Brandenburg
Fell,54341,Rheinland-Pfalz
Fellbach,70734,Baden-Württemberg
Fellbach,70736,Baden-Württemberg
Fellen,97778,Bayern
Fellheim,87748,Bayern
Felm,24161,Schleswig-Holstein
Felm,24214,Schleswig-Holstein
Felm,24244,Schleswig-Holstein
Felsberg,34587,Hessen
Fensdorf,57580,Rheinland-Pfalz
Fensterbach,92269,Bayern
Ferdinandshof,17379,Mecklenburg-Vorpommern
Ferna,37339,Thüringen
Fernwald,35463,Hessen
Ferschweiler,54668,Rheinland-Pfalz
Feucht,90537,Bayern
Feuchtwangen,91555,Bayern
Feuerscheid,54597,Rheinland-Pfalz
Feusdorf,54584,Rheinland-Pfalz
Fichtelberg,95686,Bayern
Fichtenau,74579,Baden-Württemberg
Fichtenberg,74427,Baden-Württemberg
Fichtenhöhe,15306,Brandenburg
Fichtwald,04936,Brandenburg
Fiefbergen,24217,Schleswig-Holstein
Fiersbach,57635,Rheinland-Pfalz
Filderstadt,70794,Baden-Württemberg
Filderstadt,71111,Baden-Württemberg
Filsen,56341,Rheinland-Pfalz
Filsum,26849,Niedersachsen
Filz,56766,Rheinland-Pfalz
Fincken,17209,Mecklenburg-Vorpommern
Finkenbach-Gersweiler,67822,Rheinland-Pfalz
Finkenthal,17179,Mecklenburg-Vorpommern
Finne,06647,Sachsen-Anhalt
Finneland,06647,Sachsen-Anhalt
Finnentrop,57413,Nordrhein-Westfalen
Finning,86923,Bayern
Finningen,89435,Bayern
Finsing,85464,Bayern
Finsterwalde,03238,Brandenburg
Fintel,27389,Niedersachsen
Firrel,26835,Niedersachsen
Fisch,54439,Rheinland-Pfalz
Fischach,86850,Bayern
Fischbach,55743,Rheinland-Pfalz
Fischbach,67693,Rheinland-Pfalz
Fischbachau,83730,Bayern
Fischbach bei Dahn,66996,Rheinland-Pfalz
Fischbach-Oberraden,54675,Rheinland-Pfalz
Fischbachtal,64405,Hessen
Fischen im Allgäu,87538,Bayern
Fischerbach,77716,Baden-Württemberg
Fischingen,79592,Baden-Württemberg
Fitzbek,25579,Schleswig-Holstein
Fitzen,21514,Schleswig-Holstein
Flachslanden,91604,Bayern
Flacht,65558,Rheinland-Pfalz
Fladungen,97650,Bayern
Flammersfeld,57632,Rheinland-Pfalz
Flechtingen,39345,Sachsen-Anhalt
Flechtingen,39356,Sachsen-Anhalt
Flechtingen,39359,Sachsen-Anhalt
Fleckeby,24357,Schleswig-Holstein
Flein,74223,Baden-Württemberg
Fleischwangen,88373,Baden-Württemberg
Flemlingen,76835,Rheinland-Pfalz
Flensburg,24937,Schleswig-Holstein
Flensburg,24939,Schleswig-Holstein
Flensburg,24941,Schleswig-Holstein
Flensburg,24943,Schleswig-Holstein
Flensburg,24944,Schleswig-Holstein
Fleringen,54597,Rheinland-Pfalz
Flieden,36103,Hessen
Fließem,54636,Rheinland-Pfalz
Flieth-Stegelitz,17268,Brandenburg
Flintbek,24220,Schleswig-Holstein
Flintsbach am Inn,83126,Bayern
Flöha,09557,Sachsen
Floh-Seligenthal,98593,Thüringen
Flomborn,55234,Rheinland-Pfalz
Flonheim,55237,Rheinland-Pfalz
Flörsbachtal,63639,Hessen
Flörsheim,65439,Hessen
Flörsheim-Dalsheim,67592,Rheinland-Pfalz
Florstadt,61197,Hessen
Floß,92685,Bayern
Flossenbürg,92696,Bayern
Flöthe,38312,Niedersachsen
Fluorn-Winzeln,78737,Baden-Württemberg
Flußbach,54516,Rheinland-Pfalz
Fluterschen,57614,Rheinland-Pfalz
Fockbek,24787,Schleswig-Holstein
Föckelberg,66887,Rheinland-Pfalz
Fockendorf,04617,Thüringen
Föhrden-Barl,25563,Schleswig-Holstein
Föhren,54343,Rheinland-Pfalz
Fohren-Linden,55777,Rheinland-Pfalz
Forbach,76596,Baden-Württemberg
Forchheim,91301,Bayern
Forchheim,79362,Baden-Württemberg
Forchtenberg,74670,Baden-Württemberg
Forheim,86735,Bayern
Föritztal,96524,Thüringen
Forst,57537,Rheinland-Pfalz
Forst,76694,Baden-Württemberg
Forst an der Weinstraße,67147,Rheinland-Pfalz
Forst (Eifel),56754,Rheinland-Pfalz
Forstern,85659,Bayern
Forst (Hunsrück),56858,Rheinland-Pfalz
Forstinning,85661,Bayern
Forst (Lausitz) - Baršć,03149,Brandenburg
Forstmehren,57635,Rheinland-Pfalz
Framersheim,55234,Rheinland-Pfalz
Frammersbach,97833,Bayern
Frankelbach,67737,Rheinland-Pfalz
Frankenau,35110,Hessen
Frankenberg,35066,Hessen
Frankenberg/Sachsen,09669,Sachsen
Frankenblick,96528,Thüringen
Frankendorf,99441,Thüringen
Frankeneck,67468,Rheinland-Pfalz
Frankenfeld,27336,Niedersachsen
Frankenhardt,74586,Baden-Württemberg
Frankenheim/Rhön,98634,Thüringen
Frankenroda,99826,Thüringen
Frankenstein,67468,Rheinland-Pfalz
Frankenthal,01909,Sachsen
Frankenthal (Pfalz),67227,Rheinland-Pfalz
Frankenwinheim,97447,Bayern
Frankfurt am Main,60306,Hessen
Frankfurt am Main,60308,Hessen
Frankfurt am Main,60310,Hessen
Frankfurt am Main,60311,Hessen
Frankfurt am Main,60312,Hessen
Frankfurt am Main,60313,Hessen
Frankfurt am Main,60314,Hessen
Frankfurt am Main,60316,Hessen
Frankfurt am Main,60318,Hessen
Frankfurt am Main,60320,Hessen
Frankfurt am Main,60322,Hessen
Frankfurt am Main,60323,Hessen
Frankfurt am Main,60325,Hessen
Frankfurt am Main,60326,Hessen
Frankfurt am Main,60327,Hessen
Frankfurt am Main,60329,Hessen
Frankfurt am Main,60385,Hessen
Frankfurt am Main,60386,Hessen
Frankfurt am Main,60388,Hessen
Frankfurt am Main,60389,Hessen
Frankfurt am Main,60431,Hessen
Frankfurt am Main,60433,Hessen
Frankfurt am Main,60435,Hessen
Frankfurt am Main,60437,Hessen
Frankfurt am Main,60438,Hessen
Frankfurt am Main,60439,Hessen
Frankfurt am Main,60486,Hessen
Frankfurt am Main,60487,Hessen
Frankfurt am Main,60488,Hessen
Frankfurt am Main,60489,Hessen
Frankfurt am Main,60528,Hessen
Frankfurt am Main,60529,Hessen
Frankfurt am Main,60549,Hessen
Frankfurt am Main,60594,Hessen
Frankfurt am Main,60596,Hessen
Frankfurt am Main,60598,Hessen
Frankfurt am Main,60599,Hessen
Frankfurt am Main,65929,Hessen
Frankfurt am Main,65931,Hessen
Frankfurt am Main,65933,Hessen
Frankfurt am Main,65934,Hessen
Frankfurt am Main,65936,Hessen
Frankfurt (Oder),15230,Brandenburg
Frankfurt (Oder),15232,Brandenburg
Frankfurt (Oder),15234,Brandenburg
Frankfurt (Oder),15236,Brandenburg
Fränkisch-Crumbach,64407,Hessen
Frankweiler,76833,Rheinland-Pfalz
Franzburg,18461,Mecklenburg-Vorpommern
Franzenheim,54316,Rheinland-Pfalz
Frasdorf,83112,Bayern
Frauenau,94258,Bayern
Frauenberg,55776,Rheinland-Pfalz
Frauendorf,01945,Brandenburg
Frauenneuharting,83553,Bayern
Frauenprießnitz,07774,Thüringen
Frauenstein,09623,Sachsen
Fraunberg,85447,Bayern
Fraureuth,08427,Sachsen
Frechen,50226,Nordrhein-Westfalen
Freckenfeld,76872,Rheinland-Pfalz
Fredeburg,23909,Schleswig-Holstein
Fredenbeck,21717,Niedersachsen
Freden (Leine),31084,Niedersachsen
Fredersdorf-Vogelsdorf,15370,Brandenburg
Fredesdorf,23826,Schleswig-Holstein
Freiamt,79348,Baden-Württemberg
Freiberg,09599,Sachsen
Freiberg am Neckar,71691,Baden-Württemberg
Freiburg (Elbe),21729,Niedersachsen
Freiburg im Breisgau,79098,Baden-Württemberg
Freiburg im Breisgau,79100,Baden-Württemberg
Freiburg im Breisgau,79102,Baden-Württemberg
Freiburg im Breisgau,79104,Baden-Württemberg
Freiburg im Breisgau,79106,Baden-Württemberg
Freiburg im Breisgau,79108,Baden-Württemberg
Freiburg im Breisgau,79110,Baden-Württemberg
Freiburg im Breisgau,79111,Baden-Württemberg
Freiburg im Breisgau,79112,Baden-Württemberg
Freiburg im Breisgau,79114,Baden-Württemberg
Freiburg im Breisgau,79115,Baden-Württemberg
Freiburg im Breisgau,79117,Baden-Württemberg
Freienbessingen,99713,Thüringen
Freienhagen,37318,Thüringen
Freienorla,07768,Thüringen
Freiensteinau,36399,Hessen
Freienwill,24991,Schleswig-Holstein
Freigericht,63579,Hessen
Freihung,92271,Bayern
Freilassing,83395,Bayern
Frei-Laubersheim,55546,Rheinland-Pfalz
Freilingen,56244,Rheinland-Pfalz
Freimersheim,55234,Rheinland-Pfalz
Freimersheim (Pfalz),67482,Rheinland-Pfalz
Freinsheim,67098,Rheinland-Pfalz
Freinsheim,67251,Rheinland-Pfalz
Freirachdorf,56244,Rheinland-Pfalz
Freisbach,67361,Rheinland-Pfalz
Freisen,66629,Saarland
Freising,85354,Bayern
Freising,85356,Bayern
Freistatt,27259,Niedersachsen
Freital,01705,Sachsen
Frellstedt,38373,Niedersachsen
Fremdingen,86742,Bayern
Frensdorf,96158,Bayern
Freren,49832,Niedersachsen
Fresenburg,49762,Niedersachsen
Fresendelf,25876,Schleswig-Holstein
Frestedt,25727,Schleswig-Holstein
Frettenheim,67596,Rheinland-Pfalz
Fretterode,37318,Thüringen
Freudenberg,57258,Nordrhein-Westfalen
Freudenberg,97896,Baden-Württemberg
Freudenberg,92272,Bayern
Freudenburg,54450,Rheinland-Pfalz
Freudenstadt,72250,Baden-Württemberg
Freudental,74392,Baden-Württemberg
Freyburg (Unstrut),06632,Sachsen-Anhalt
Freystadt,92342,Bayern
Freyung,94078,Bayern
Frickenhausen,72636,Baden-Württemberg
Frickenhausen a.Main,97252,Bayern
Frickingen,88699,Baden-Württemberg
Fridingen an der Donau,78567,Baden-Württemberg
Fridolfing,83413,Bayern
Friedberg,86316,Bayern
Friedberg (Hessen),61169,Hessen
Friedeburg,26446,Niedersachsen
Friedelshausen,98634,Thüringen
Friedelsheim,67159,Rheinland-Pfalz
Friedenfels,95688,Bayern
Friedenweiler,79877,Baden-Württemberg
Friedewald,36289,Hessen
Friedewald,57520,Rheinland-Pfalz
Friedland,15848,Brandenburg
Friedland,37133,Niedersachsen
Friedland,17098,Mecklenburg-Vorpommern
Friedrichroda,99894,Thüringen
Friedrichsdorf,61273,Hessen
Friedrichsdorf,61381,Hessen
Friedrichsgabekoog,25764,Schleswig-Holstein
Friedrichsgraben,24799,Schleswig-Holstein
Friedrichshafen,88045,Baden-Württemberg
Friedrichshafen,88046,Baden-Württemberg
Friedrichshafen,88048,Baden-Württemberg
Friedrichsholm,24799,Schleswig-Holstein
Friedrichskoog,25718,Schleswig-Holstein
Friedrichsruhe,19089,Mecklenburg-Vorpommern
Friedrichstadt,25840,Schleswig-Holstein
Friedrichsthal,66299,Saarland
Friedrichswalde,16247,Brandenburg
Friedrich-Wilhelm-Lübke-Koog,25924,Schleswig-Holstein
Frielendorf,34621,Hessen
Friemar,99869,Thüringen
Friesack,14662,Brandenburg
Friesenhagen,51598,Rheinland-Pfalz
Friesenheim,77948,Baden-Württemberg
Friesenheim,55278,Rheinland-Pfalz
Friesenried,87654,Bayern
Friesoythe,26169,Niedersachsen
Friolzheim,71292,Baden-Württemberg
Frittlingen,78665,Baden-Württemberg
Fritzlar,34560,Hessen
Frohburg,04654,Sachsen
Fröhnd,79677,Baden-Württemberg
Frohnhofen,66903,Rheinland-Pfalz
Fröndenberg/Ruhr,58730,Nordrhein-Westfalen
Fronhausen,35112,Hessen
Fronhofen,55471,Rheinland-Pfalz
Fronreute,88273,Baden-Württemberg
Frontenhausen,84160,Bayern
Frücht,56132,Rheinland-Pfalz
Fuchshofen,53533,Rheinland-Pfalz
Fuchsmühl,95689,Bayern
Fuchsstadt,97727,Bayern
Fuchstal,86925,Bayern
Fuhlendorf,18356,Mecklenburg-Vorpommern
Fuhlendorf,24649,Schleswig-Holstein
Fuhlenhagen,21493,Schleswig-Holstein
Fulda,36037,Hessen
Fulda,36039,Hessen
Fulda,36041,Hessen
Fulda,36043,Hessen
Fuldabrück,34277,Hessen
Fuldatal,34127,Hessen
Fuldatal,34233,Hessen
Fünfseen,17213,Mecklenburg-Vorpommern
Fünfstetten,86681,Bayern
Fürfeld,55546,Rheinland-Pfalz
Fürstenau,49584,Niedersachsen
Fürstenberg,37699,Niedersachsen
Fürstenberg/Havel,16798,Brandenburg
Fürsteneck,94142,Bayern
Fürstenfeldbruck,82256,Bayern
Fürstenstein,94538,Bayern
Fürstenwalde/Spree,15517,Brandenburg
Fürstenzell,94081,Bayern
Furth,84095,Bayern
Fürth,90762,Bayern
Fürth,90763,Bayern
Fürth,90765,Bayern
Fürth,90766,Bayern
Fürth,90768,Bayern
Fürth,64658,Hessen
Fürthen,57539,Rheinland-Pfalz
Furth im Wald,93437,Bayern
Furtwangen im Schwarzwald,78120,Baden-Württemberg
Füssen,87629,Bayern
Fußgönheim,67136,Rheinland-Pfalz
Gablenz - Jabłońc,02953,Sachsen
Gablingen,86456,Bayern
Gabsheim,55288,Rheinland-Pfalz
Gachenbach,86565,Bayern
Gackenbach,56412,Rheinland-Pfalz
Gadebusch,19205,Mecklenburg-Vorpommern
Gädheim,97503,Bayern
Gägelow,23968,Mecklenburg-Vorpommern
Gaggenau,76571,Baden-Württemberg
Gaiberg,69251,Baden-Württemberg
Gaienhofen,78343,Baden-Württemberg
Gaildorf,74405,Baden-Württemberg
Gailingen am Hochrhein,78262,Baden-Württemberg
Gaimersheim,85080,Bayern
Gaißach,83674,Bayern
Galenbeck,17099,Mecklenburg-Vorpommern
Galenberg,56651,Rheinland-Pfalz
Gallin,19258,Mecklenburg-Vorpommern
Gallin-Kuppentin,19386,Mecklenburg-Vorpommern
Gallmersgarten,91605,Bayern
Galmsbüll,25899,Schleswig-Holstein
Gamlen,56761,Rheinland-Pfalz
Gammelby,24340,Schleswig-Holstein
Gammelin,19230,Mecklenburg-Vorpommern
Gammelsdorf,85408,Bayern
Gammelshausen,73108,Baden-Württemberg
Gammertingen,72501,Baden-Württemberg
Ganderkesee,27777,Niedersachsen
Gandesbergen,27324,Niedersachsen
Gangelt,52538,Nordrhein-Westfalen
Gangkofen,84140,Bayern
Gangloffsömmern,99634,Thüringen
Ganzlin,19395,Mecklenburg-Vorpommern
Gappenach,56294,Rheinland-Pfalz
Garbsen,30823,Niedersachsen
Garbsen,30826,Niedersachsen
Garbsen,30827,Niedersachsen
Garching an der Alz,84518,Bayern
Garching bei München,85748,Bayern
Gardelegen,39638,Sachsen-Anhalt
Gardelegen,39646,Sachsen-Anhalt
Gardelegen,39649,Sachsen-Anhalt
Garding,25836,Schleswig-Holstein
Garlstorf,21376,Niedersachsen
Garmisch-Partenkirchen,82467,Bayern
Garmisch-Partenkirchen,82475,Bayern
Garrel,49681,Niedersachsen
Gars am Inn,83536,Bayern
Gars am Inn,83546,Bayern
Gars am Inn,83555,Bayern
Gars am Inn,83559,Bayern
Garstedt,21441,Niedersachsen
Gartow,29471,Niedersachsen
Gärtringen,71116,Baden-Württemberg
Gartz (Oder),16307,Brandenburg
Garz,17419,Mecklenburg-Vorpommern
Garzau-Garzin,15345,Brandenburg
Garz/Rügen,18574,Mecklenburg-Vorpommern
Gattendorf,95185,Bayern
Gau-Algesheim,55435,Rheinland-Pfalz
Gau-Bickelheim,55599,Rheinland-Pfalz
Gau-Bischofsheim,55296,Rheinland-Pfalz
Gauern,07580,Thüringen
Gauersheim,67294,Rheinland-Pfalz
Gäufelden,71126,Baden-Württemberg
Gaugrehweiler,67822,Rheinland-Pfalz
Gau-Heppenheim,55234,Rheinland-Pfalz
Gaukönigshofen,97253,Bayern
Gau-Odernheim,55239,Rheinland-Pfalz
Gaushorn,25782,Schleswig-Holstein
Gauting,82131,Bayern
Gau-Weinheim,55578,Rheinland-Pfalz
Gebenbach,92274,Bayern
Gebesee,99189,Thüringen
Gebhardshain,57580,Rheinland-Pfalz
Gebroth,55595,Rheinland-Pfalz
Gebsattel,91607,Bayern
Gechingen,75391,Baden-Württemberg
Gedern,63688,Hessen
Geeste,49744,Niedersachsen
Geesthacht,21502,Schleswig-Holstein
Geestland,27607,Niedersachsen
Geestland,27624,Niedersachsen
Gefell,54552,Rheinland-Pfalz
Gefell,07926,Thüringen
Gefrees,95482,Bayern
Gehlert,57627,Rheinland-Pfalz
Gehlsbach,19386,Mecklenburg-Vorpommern
Gehlweiler,55490,Rheinland-Pfalz
Gehofen,06571,Thüringen
Gehrde,49596,Niedersachsen
Gehrden,30989,Niedersachsen
Gehrweiler,67724,Rheinland-Pfalz
Geichlingen,54675,Rheinland-Pfalz
Geiersthal,94244,Bayern
Geilenkirchen,52511,Nordrhein-Westfalen
Geilnau,56379,Rheinland-Pfalz
Geisa,36419,Thüringen
Geiselbach,63826,Bayern
Geiselberg,67715,Rheinland-Pfalz
Geiselhöring,94333,Bayern
Geiselwind,96160,Bayern
Geisenfeld,85290,Bayern
Geisenhain,07646,Thüringen
Geisenhausen,84144,Bayern
Geisenheim,65366,Hessen
Geisfeld,54413,Rheinland-Pfalz
Geisig,56357,Rheinland-Pfalz
Geisingen,78187,Baden-Württemberg
Geisleden,37308,Thüringen
Geislingen,72351,Baden-Württemberg
Geislingen an der Steige,73312,Baden-Württemberg
Geismar,37308,Thüringen
Geithain,04643,Sachsen
Gelbensande,18182,Mecklenburg-Vorpommern
Gelchsheim,97255,Bayern
Geldern,47608,Nordrhein-Westfalen
Geldersheim,97505,Bayern
Gelenau/Erzgebirge,09423,Sachsen
Gelenberg,53539,Rheinland-Pfalz
Gelnhausen,63571,Hessen
Gelnhausen,63589,Hessen
Gelsenkirchen,45879,Nordrhein-Westfalen
Gelsenkirchen,45881,Nordrhein-Westfalen
Gelsenkirchen,45883,Nordrhein-Westfalen
Gelsenkirchen,45884,Nordrhein-Westfalen
Gelsenkirchen,45886,Nordrhein-Westfalen
Gelsenkirchen,45888,Nordrhein-Westfalen
Gelsenkirchen,45889,Nordrhein-Westfalen
Gelsenkirchen,45891,Nordrhein-Westfalen
Gelsenkirchen,45892,Nordrhein-Westfalen
Gelsenkirchen,45894,Nordrhein-Westfalen
Gelsenkirchen,45896,Nordrhein-Westfalen
Gelsenkirchen,45897,Nordrhein-Westfalen
Gelsenkirchen,45899,Nordrhein-Westfalen
Geltendorf,82269,Bayern
Gelting,24395,Schleswig-Holstein
Geltorf,24884,Schleswig-Holstein
Gemmerich,56357,Rheinland-Pfalz
Gemmingen,75050,Baden-Württemberg
Gemmrigheim,74376,Baden-Württemberg
Gemünd,54673,Rheinland-Pfalz
Gemünden,35285,Hessen
Gemünden,56459,Rheinland-Pfalz
Gemünden,55490,Rheinland-Pfalz
Gemünden am Main,97737,Bayern
Gemünden (Felda),35329,Hessen
Genderkingen,86682,Bayern
Gengenbach,77723,Baden-Württemberg
Gensingen,55457,Rheinland-Pfalz
Genthin,39291,Sachsen-Anhalt
Genthin,39307,Sachsen-Anhalt
Gentingen,54675,Rheinland-Pfalz
Georgenberg,92697,Bayern
Georgensgmünd,91166,Bayern
Georgenthal,99887,Thüringen
Georgsdorf,49828,Niedersachsen
Georgsmarienhütte,49124,Niedersachsen
Gera,07545,Thüringen
Gera,07546,Thüringen
Gera,07548,Thüringen
Gera,07549,Thüringen
Gera,07551,Thüringen
Gera,07552,Thüringen
Gera,07554,Thüringen
Gera,07557,Thüringen
Gerabronn,74582,Baden-Württemberg
Gerach,96161,Bayern
Gerach,55743,Rheinland-Pfalz
Geratal,99330,Thüringen
Geratal,99331,Thüringen
Geratskirchen,84552,Bayern
Gerbach,67813,Rheinland-Pfalz
Gerbershausen,37318,Thüringen
Gerbrunn,97218,Bayern
Gerbstedt,06347,Sachsen-Anhalt
Gerdau,29581,Niedersachsen
Gerdshagen,16928,Brandenburg
Geretsried,82538,Bayern
Gerhardsbrunn,66851,Rheinland-Pfalz
Gerhardsbrunn,66894,Rheinland-Pfalz
Gerhardshofen,91466,Bayern
Gering,56751,Rheinland-Pfalz
Geringswalde,09326,Sachsen
Gerlingen,70839,Baden-Württemberg
Germaringen,87656,Bayern
Germering,82110,Bayern
Germersheim,76726,Rheinland-Pfalz
Gernrode,37339,Thüringen
Gernsbach,76593,Baden-Württemberg
Gernsheim,64579,Hessen
Geroda,97779,Bayern
Geroda,07819,Thüringen
Geroldsgrün,95179,Bayern
Geroldshausen,97256,Bayern
Gerolfingen,91726,Bayern
Gerolsbach,85302,Bayern
Gerolsheim,67229,Rheinland-Pfalz
Gerolstein,54568,Rheinland-Pfalz
Gerolzhofen,97447,Bayern
Gersdorf,09355,Sachsen
Gersfeld,36129,Hessen
Gersheim,66453,Saarland
Gersten,49838,Niedersachsen
Gerstenberg,04617,Thüringen
Gerstengrund,36419,Thüringen
Gerstetten,89547,Baden-Württemberg
Gersthofen,86368,Bayern
Gerstungen,99834,Thüringen
Gerswalde,17268,Brandenburg
Gertewitz,07389,Thüringen
Gerzen,84175,Bayern
Geschendorf,23815,Schleswig-Holstein
Gescher,48712,Nordrhein-Westfalen
Gesees,95494,Bayern
Geseke,59590,Nordrhein-Westfalen
Geslau,91608,Bayern
Gessertshausen,86459,Bayern
Gestratz,88167,Bayern
Getelo,49843,Niedersachsen
Gettorf,24214,Schleswig-Holstein
Gevelsberg,58285,Nordrhein-Westfalen
Gevenich,56825,Rheinland-Pfalz
Gevensleben,38384,Niedersachsen
Geyer,09468,Sachsen
Giebelstadt,97232,Bayern
Gieboldehausen,37434,Niedersachsen
Giekau,24321,Schleswig-Holstein
Gieleroth,57610,Rheinland-Pfalz
Gielert,54424,Rheinland-Pfalz
Gielow,17139,Mecklenburg-Vorpommern
Giengen an der Brenz,89522,Baden-Württemberg
Giengen an der Brenz,89537,Baden-Württemberg
Gierschnach,56294,Rheinland-Pfalz
Giershausen,57632,Rheinland-Pfalz
Giersleben,06449,Sachsen-Anhalt
Gierstädt,99100,Thüringen
Giesdorf,54614,Rheinland-Pfalz
Giesen,31180,Niedersachsen
Giesenhausen,57612,Rheinland-Pfalz
Giesensdorf,23909,Schleswig-Holstein
Gießen,35390,Hessen
Gießen,35392,Hessen
Gießen,35394,Hessen
Gießen,35396,Hessen
Gießen,35398,Hessen
Gifhorn,38518,Niedersachsen
Gifhorn,38559,Niedersachsen
Gilching,82205,Bayern
Gillenbeuren,56825,Rheinland-Pfalz
Gillenfeld,54558,Rheinland-Pfalz
Gilserberg,34630,Hessen
Gilten,29690,Niedersachsen
Gilzem,54298,Rheinland-Pfalz
Gimbsheim,67578,Rheinland-Pfalz
Gimbweiler,55767,Rheinland-Pfalz
Gindorf,54657,Rheinland-Pfalz
Gingen an der Fils,73333,Baden-Württemberg
Gingst,18569,Mecklenburg-Vorpommern
Ginsheim-Gustavsburg,65462,Hessen
Ginsweiler,67742,Rheinland-Pfalz
Gipperath,54533,Rheinland-Pfalz
Girkenroth,56459,Rheinland-Pfalz
Girod,56412,Rheinland-Pfalz
Gladbach,54518,Rheinland-Pfalz
Gladbeck,45964,Nordrhein-Westfalen
Gladbeck,45966,Nordrhein-Westfalen
Gladbeck,45968,Nordrhein-Westfalen
Gladenbach,35075,Hessen
Glanbrücken,66887,Rheinland-Pfalz
Glandorf,49219,Niedersachsen
Glan-Münchweiler,66907,Rheinland-Pfalz
Glasau,23719,Schleswig-Holstein
Glasehausen,37308,Thüringen
Glasewitz,18276,Mecklenburg-Vorpommern
Glashütte,01768,Sachsen
Glashütten,61479,Hessen
Glashütten,95496,Bayern
Glasin,23992,Mecklenburg-Vorpommern
Glasow,17322,Mecklenburg-Vorpommern
Glattbach,63864,Bayern
Glatten,72293,Baden-Württemberg
Glaubitz,01612,Sachsen
Glauburg,63695,Hessen
Glauchau,08371,Sachsen
Glees,56653,Rheinland-Pfalz
Gleichen,37130,Niedersachsen
Gleina,06632,Sachsen-Anhalt
Gleiritsch,92723,Bayern
Gleißenberg,93477,Bayern
Gleisweiler,76835,Rheinland-Pfalz
Gleiszellen-Gleishorbach,76889,Rheinland-Pfalz
Glewitz,18513,Mecklenburg-Vorpommern
Glienicke/Nordbahn,16548,Brandenburg
Glinde,21509,Schleswig-Holstein
Glonn,85625,Bayern
Glött,89353,Bayern
Glottertal,79286,Baden-Württemberg
Glowe,18551,Mecklenburg-Vorpommern
Glücksburg,24960,Schleswig-Holstein
Glückstadt,25348,Schleswig-Holstein
Glüsing,25779,Schleswig-Holstein
Gmund,83703,Bayern
Gnarrenburg,27442,Niedersachsen
Gneus,07646,Thüringen
Gneven,19065,Mecklenburg-Vorpommern
Gnevkow,17089,Mecklenburg-Vorpommern
Gnewitz,18195,Mecklenburg-Vorpommern
Gnoien,17179,Mecklenburg-Vorpommern
Gnotzheim,91728,Bayern
Gnutz,24622,Schleswig-Holstein
Goch,47574,Nordrhein-Westfalen
Gochsheim,97469,Bayern
Göcklingen,76831,Rheinland-Pfalz
Göda - Hodźij,02633,Sachsen
Goddert,56244,Rheinland-Pfalz
Godendorf,17237,Mecklenburg-Vorpommern
Gödenroth,56290,Rheinland-Pfalz
Gödenstorf,21376,Niedersachsen
Goethestadt Bad Lauchstädt,06246,Sachsen-Anhalt
Göggingen,73571,Baden-Württemberg
Göhl,23758,Schleswig-Holstein
Göhlen,19288,Mecklenburg-Vorpommern
Göhrde,29473,Niedersachsen
Göhren,18586,Mecklenburg-Vorpommern
Göhren,04603,Thüringen
Göhren-Lebbin,17213,Mecklenburg-Vorpommern
Gohrisch,01824,Sachsen
Gokels,25557,Schleswig-Holstein
Golchen,17089,Mecklenburg-Vorpommern
Goldbach,63773,Bayern
Goldbeck,39596,Sachsen-Anhalt
Goldberg,19399,Mecklenburg-Vorpommern
Goldebek,25862,Schleswig-Holstein
Goldelund,25862,Schleswig-Holstein
Göldenitz,23919,Schleswig-Holstein
Goldenstedt,49424,Niedersachsen
Goldisthal,98746,Thüringen
Goldkronach,95497,Bayern
Gölenkamp,49843,Niedersachsen
Gollenberg,55767,Rheinland-Pfalz
Gollenberg,14728,Brandenburg
Göllheim,67307,Rheinland-Pfalz
Gollhofen,97258,Bayern
Göllnitz,04626,Thüringen
Golmbach,37640,Niedersachsen
Golmsdorf,07751,Thüringen
Golßen,15938,Brandenburg
Golzow,14778,Brandenburg
Golzow,15328,Brandenburg
Gomadingen,72532,Baden-Württemberg
Gomaringen,72810,Baden-Württemberg
